,p1,p2,p3,p4,p5,p6,p7,trend,aic,mse
BKT.AX,0,0.0,1,1,0.0,0.0,12.0,t,-503.3232996848704,0.00021960702417103684
SAN.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.004344830309010717
BMN.AX,0,0.0,0,1,0.0,0.0,12.0,c,-63.807389355938604,0.0002560275459945466
SOP.AX,1,1.0,1,0,1.0,0.0,12.0,t,-35.585672960049834,0.0015952759912646894
BOC.AX,0,0.0,1,0,1.0,1.0,12.0,t,-338.57139833012246,0.00016363564810817355
BOND.AX,1,1.0,0,0,0.0,1.0,12.0,t,-184.07934810160717,7.419631611682576e-05
BST.AX,0,0.0,1,1,0.0,1.0,12.0,t,-193.5648076321665,0.0008117605921607041
BUD.AX,0,1.0,1,0,1.0,0.0,12.0,c,-369.4100473391532,4.2242859753252586e-05
BAP.AX,1,0.0,0,0,1.0,0.0,12.0,ct,-10.988735975923626,0.00031374101044701064
AUP.AX,0,0.0,1,0,1.0,0.0,12.0,n,45.215296618429505,0.01650764892617973
BWR.AX,0,0.0,1,0,0.0,1.0,12.0,c,-255.9956812190189,0.0011178190271701194
IBC.AX,1,1.0,1,1,0.0,0.0,12.0,c,-38.7049071510784,0.002682219831272973
RCT.AX,1,0.0,1,0,0.0,1.0,12.0,n,-204.43051562068248,0.00014546871762810554
OCP.AX,1,0.0,1,0,1.0,1.0,12.0,n,-214.70198137440516,0.00027751383811125413
CDM.AX,1,1.0,1,1,1.0,0.0,12.0,t,-309.5978301484425,0.00017830099466120686
SCP.AX,0,0.0,1,0,1.0,0.0,12.0,c,-196.4511178870771,0.0006996514326198523
CWP.AX,0,0.0,1,1,0.0,1.0,12.0,ct,-12.449129136422249,0.006452811497015709
CEN.AX,0,1.0,0,0,1.0,0.0,12.0,t,-103.53015877395893,0.00017797623334114832
CLT.AX,1,0.0,1,0,1.0,0.0,12.0,c,-351.39978951848394,1.580383447988276e-05
CXM.AX,0,0.0,1,1,0.0,0.0,12.0,c,-67.20885804898586,0.00014621110343173566
CNI.AX,1,0.0,1,1,0.0,1.0,12.0,n,-388.57180679521883,3.4580884089585595e-05
CMA.AX,0,0.0,1,1,0.0,0.0,12.0,ct,-303.51689103998933,0.0007923103163487433
CGC.AX,0,0.0,1,1,0.0,0.0,12.0,n,179.37197530433477,0.008464901942252467
CIA.AX,1,1.0,1,0,1.0,1.0,12.0,ct,-147.2945452544123,0.04177152662630457
CIW.AX,0,0.0,0,1,0.0,1.0,12.0,n,-417.7093444959706,0.00028418299871685315
CIN.AX,0,0.0,0,0,1.0,0.0,12.0,ct,322.85670582864964,0.019311710965617124
CL1.AX,1,0.0,0,1,1.0,1.0,12.0,ct,-114.79424820486963,0.011338428524449329
CAM.AX,1,0.0,0,0,0.0,0.0,12.0,ct,-98.80123044973844,0.001375724584087132
CL8.AX,1,1.0,1,1,0.0,1.0,12.0,c,-827.6342249652873,1.385296815280268e-07
CMP.AX,1,1.0,1,1,1.0,1.0,12.0,c,-236.32711074198727,0.004009037914128211
CMC.AX,1,1.0,1,1,0.0,0.0,12.0,n,-51.39448913027246,0.0052098772279326605
CQR.AX,0,0.0,1,1,0.0,1.0,12.0,c,-84.06998974684369,0.012389952686620909
PNC.AX,1,0.0,1,1,1.0,0.0,12.0,n,-62.39266565141527,0.002167197108439378
LCK.AX,1,0.0,1,1,1.0,0.0,12.0,ct,-312.2231618898012,0.00022197234213172656
CTE.AX,1,0.0,0,1,1.0,0.0,12.0,n,102.76259242035644,2.734092183029335e-06
CRM.AX,0,0.0,1,0,0.0,0.0,12.0,c,-804.9673879039169,1.3877787807814454e-17
CSR.AX,0,0.0,1,0,0.0,1.0,12.0,ct,19.309048888248178,0.0006703989304157607
CXO.AX,0,0.0,0,1,1.0,1.0,12.0,c,-426.29171933860084,0.0002196383378174835
CXZ.AX,0,0.0,0,0,0.0,1.0,12.0,ct,-721.6062468045939,6.868079617421663e-05
CXU.AX,1,1.0,1,1,0.0,0.0,12.0,c,-51.579261875293895,0.0005309379925537495
CZR.AX,1,1.0,1,1,1.0,1.0,12.0,n,-614.8593346096183,5.164495649623986e-07
DNK.AX,0,0.0,0,1,1.0,0.0,12.0,ct,-172.96736112662794,5.198374371684356e-05
DAU.AX,0,1.0,0,1,0.0,0.0,12.0,n,-57.30031000575926,0.0005847501287067425
DTR.AX,0,0.0,1,1,0.0,1.0,12.0,t,-725.5295524798148,1.2945475911449458e-06
DGH.AX,0,0.0,1,0,0.0,0.0,12.0,c,-215.9527557610191,0.005236080909957863
LOM.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-93.32378389341015,0.006538969397828644
DUI.AX,0,0.0,0,0,0.0,1.0,12.0,c,-64.7380624096551,0.002433779044176632
DRX.AX,1,0.0,1,1,0.0,1.0,12.0,ct,-754.1098614602629,7.363153606318451e-06
DMG.AX,1,0.0,1,0,0.0,1.0,12.0,c,-851.0914896576578,7.742542005167996e-05
DME.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-10.910854663177323,0.003912236916959133
DUB.AX,1,0.0,1,0,1.0,1.0,12.0,ct,-206.4558552323477,0.0003504460104928331
EAR.AX,1,1.0,1,0,1.0,1.0,12.0,ct,-347.76401757789773,5.201147970090858e-06
RDH.AX,1,1.0,1,1,1.0,1.0,12.0,ct,-62.34487699930732,0.007501805156421516
IEL.AX,1,1.0,1,1,1.0,1.0,12.0,n,52.48810627819724,0.015189998887734648
EGL.AX,0,1.0,0,0,1.0,1.0,12.0,n,-500.11367688487314,9.019676326320336e-06
EGN.AX,0,1.0,1,1,1.0,0.0,12.0,t,-289.22587592489367,0.0001339303189112906
EGG.AX,0,0.0,1,1,0.0,1.0,12.0,n,-216.67708488459385,0.008299868530906807
EGI.AX,1,0.0,0,0,1.0,1.0,12.0,t,-386.29633787677017,4.274930229497542e-05
EHL.AX,0,0.0,0,0,0.0,0.0,12.0,ct,149.4504377806667,0.007104996881595715
EOS.AX,0,0.0,1,0,0.0,1.0,12.0,t,101.53287075131372,0.02661835569354709
ELT.AX,0,1.0,1,0,1.0,1.0,12.0,ct,-780.1877545161356,4.08045495139172e-06
8EC.AX,0,0.0,0,0,1.0,0.0,12.0,c,-11.761656138733974,0.011409141207764094
MVE.AX,0,0.0,1,0,1.0,1.0,12.0,t,176.45673244826224,4.300795979617078e-05
EMU.AX,0,0.0,0,1,0.0,1.0,12.0,c,-353.04290283092485,0.001284346563367282
EMUCA.AX,1,0.0,1,0,0.0,0.0,12.0,c,-601.4472121393836,6.938893903907227e-18
EMR.AX,0,1.0,1,0,0.0,0.0,12.0,n,-156.30473765016868,0.0002312532797345371
SGR.AX,0,0.0,1,0,1.0,1.0,12.0,ct,-17.851719228057906,0.012993122838426352
EOL.AX,0,1.0,1,0,1.0,1.0,12.0,n,-222.79728210109226,0.00048733716545590333
EPW.AX,0,0.0,0,1,1.0,1.0,12.0,c,-52.29305320284235,0.0018352730699262574
EQT.AX,1,0.0,0,1,1.0,0.0,12.0,c,124.01755680365449,0.0508483209010997
MVW.AX,0,0.0,1,0,1.0,1.0,12.0,t,152.61010933966992,0.05000390544413237
EQE.AX,0,1.0,1,1,0.0,0.0,12.0,c,-71.25155597810823,4.337577836845614e-05
PIC.AX,0,0.0,1,0,0.0,1.0,12.0,c,-310.5649479286216,0.03370721362597928
OEQ.AX,1,1.0,0,0,0.0,1.0,12.0,n,-309.7628288627701,4.851686529194765e-07
ESV.AX,0,1.0,0,0,0.0,0.0,12.0,n,-587.9211507248529,1.4901161138336505e-09
ESR.AX,1,0.0,0,1,0.0,0.0,12.0,n,-76.99283031458613,0.00016355208579455903
ESK.AX,1,0.0,0,0,0.0,0.0,12.0,ct,-9.020315491174497,0.012066591097260477
RARI.AX,0,1.0,1,0,1.0,0.0,12.0,n,85.59385224494459,0.02340461078410528
EVZ.AX,0,0.0,0,0,1.0,1.0,12.0,n,-107.72880679804855,0.00014370765011595402
EVE.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.004999999888241291
MEP.AX,1,0.0,0,1,0.0,1.0,12.0,ct,-591.096155894164,8.139066126466865e-05
GTE.AX,0,1.0,1,1,0.0,1.0,12.0,ct,-827.9895519028591,5.665876377139445e-06
FBR.AX,0,0.0,0,0,1.0,1.0,12.0,ct,-289.8990955782233,0.00023061867487869647
FGR.AX,1,1.0,1,0,1.0,0.0,12.0,ct,-404.8249030316157,2.8625734308201922e-05
FID.AX,1,0.0,1,0,0.0,1.0,12.0,ct,-38.439740381143494,0.005802801340776932
FSI.AX,0,0.0,0,1,1.0,1.0,12.0,t,-184.22028039051602,0.0011607490959157918
SGF.AX,1,0.0,1,0,1.0,1.0,12.0,t,-46.02488585040625,0.001102175857754517
FRX.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-119.46294196614932,0.000506905848577224
MFF.AX,1,0.0,1,0,1.0,0.0,12.0,ct,-196.53775122411145,0.00025530298837095344
WAX.AX,0,0.0,1,0,1.0,1.0,12.0,ct,-182.1137560474589,0.0028542428005318143
SPK.AX,0,0.0,0,0,0.0,1.0,12.0,c,1.0132775949317958,0.010346176010753272
NTL.AX,0,0.0,0,0,1.0,0.0,12.0,t,-66.24893165507022,0.0007584843655150148
VGL.AX,0,1.0,0,0,1.0,1.0,12.0,t,-71.92682825975615,0.00012086834434477112
RYD.AX,1,0.0,0,1,0.0,0.0,12.0,t,-243.99760157097717,0.01864795535432684
IFT.AX,1,0.0,1,1,1.0,1.0,12.0,c,-151.5256570117886,4.075594178587494e-06
FRN.AX,1,1.0,0,1,0.0,0.0,12.0,n,-905.7101527748121,2.5808403529316293e-06
GVF.AX,0,0.0,0,0,0.0,1.0,12.0,ct,-386.47845657032923,0.00020046448924881943
FYI.AX,0,1.0,0,1,0.0,1.0,12.0,ct,-473.9061027413154,5.8586620423212166e-06
GCY.AX,0,1.0,0,0,0.0,0.0,12.0,c,-437.7972854595514,2.1752199808711126e-05
GDI.AX,0,0.0,1,0,0.0,1.0,12.0,c,-262.43638691757417,0.0004137825581009835
GTK.AX,0,0.0,1,1,0.0,0.0,12.0,c,65.43929713953982,0.00328397861235441
GMD.AX,1,1.0,1,0,1.0,0.0,12.0,ct,-42.70013228083092,0.000667912157381993
GES.AX,1,0.0,0,0,0.0,0.0,12.0,t,-192.14859618407627,0.002000000327825463
GSS.AX,0,0.0,1,0,0.0,0.0,12.0,ct,-180.2254529954871,0.008742140881945692
GNX.AX,1,0.0,1,0,1.0,0.0,12.0,t,-20.604969971033853,0.005747101969732836
GNE.AX,0,0.0,1,0,1.0,0.0,12.0,t,-201.661061119894,0.004662996667133434
GMA.AX,0,1.0,0,1,1.0,0.0,12.0,ct,-135.31811645129258,0.001010580070941014
MPP.AX,1,1.0,1,1,0.0,1.0,12.0,n,-284.2473889702937,0.00010632714044261916
GLN.AX,0,0.0,1,0,0.0,0.0,12.0,c,-43.15637234124233,0.051953507546502034
GLE.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,0.11585529366032632
GBE.AX,1,1.0,1,0,1.0,1.0,12.0,ct,-683.095666552736,0.00021366270407617745
GOR.AX,0,1.0,0,1,1.0,1.0,12.0,n,-274.0594792017852,7.905402041585852e-05
KGD.AX,0,1.0,0,0,1.0,0.0,12.0,n,-673.3789209951972,2.2183681717968806e-08
OGX.AX,0,1.0,1,0,0.0,0.0,12.0,n,-732.4475515820917,1.930819282756901e-08
GOW.AX,0,0.0,1,1,1.0,0.0,12.0,ct,-215.6301998796109,0.0009400587153174377
TAR.AX,0,0.0,1,1,0.0,0.0,12.0,ct,-312.5120257582265,0.0004496682260941368
GTR.AX,1,0.0,1,0,0.0,0.0,12.0,t,-133.10874581856862,0.00026024986421245246
GWA.AX,1,1.0,0,1,1.0,1.0,12.0,c,-83.21139363616719,0.0009016922172748744
HAS.AX,1,0.0,1,0,0.0,1.0,12.0,ct,-436.878498998181,7.591972626933008e-05
HCT.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-104.36759069193064,0.001253759230990165
SUH.AX,1,1.0,1,1,1.0,1.0,12.0,n,-454.655604078254,3.9738455931553895e-06
ONE.AX,0,1.0,1,0,1.0,1.0,12.0,t,-98.33502210851331,9.286997162610833e-05
HXG.AX,1,1.0,0,1,0.0,1.0,12.0,c,-440.985228156065,1.5357768164969696e-06
RHT.AX,1,1.0,1,0,1.0,0.0,12.0,c,-505.0996166856752,0.006990744224124795
HLO.AX,0,1.0,0,1,0.0,1.0,12.0,ct,-51.00396100703205,0.00011639730382118074
JHL.AX,0,1.0,1,1,1.0,1.0,12.0,c,-524.8801433247262,2.3983996299409283e-06
HIG.AX,1,1.0,0,0,1.0,1.0,12.0,t,-440.34008427074343,4.946449167403388e-06
HPR.AX,0,0.0,1,0,0.0,1.0,12.0,ct,-623.154938251885,1.5476886392307158e-05
SMP.AX,0,0.0,0,0,0.0,0.0,12.0,c,-112.26244730710806,0.0006543597300628487
HPI.AX,0,0.0,0,0,1.0,0.0,12.0,t,-74.85492502702726,0.00031532360319452835
HRL.AX,1,0.0,1,0,0.0,0.0,12.0,c,-88.59464572524817,0.010785404869755622
HUB.AX,0,0.0,0,1,1.0,1.0,12.0,t,241.55992417297938,0.008142670821964515
IAU.AX,1,1.0,1,0,0.0,0.0,12.0,c,-200.4045883030204,0.0003390778602623268
ICT.AX,0,0.0,0,1,1.0,1.0,12.0,t,-326.1800375315671,0.00019227895946168777
ICS.AX,0,1.0,0,0,1.0,0.0,12.0,n,-250.77764716863533,6.121479989573686e-09
IDT.AX,1,0.0,0,1,0.0,0.0,12.0,c,-40.32781955627953,0.0019554687261642482
IFM.AX,0,1.0,0,0,1.0,0.0,12.0,n,-233.1635817763467,0.0009983933571264814
IFL.AX,0,0.0,1,0,1.0,1.0,12.0,n,160.16972110047197,0.0025528519198738664
IPC.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,1.1399999856948853
IMA.AX,1,0.0,0,1,0.0,0.0,12.0,c,-44.03155913215472,0.004109275806635975
IPH.AX,0,1.0,1,1,1.0,0.0,12.0,t,-10.07431986680253,0.00254973116536128
IRD.AX,0,1.0,1,1,0.0,0.0,12.0,n,-50.962495458674624,0.0030100315758035795
ITW.AX,0,1.0,0,1,1.0,0.0,12.0,ct,197.82625434336697,0.011834667011264344
ISU.AX,1,1.0,0,1,0.0,1.0,12.0,ct,-180.85649809261972,0.00011501581947981346
ISX.AX,1,1.0,1,1,0.0,0.0,12.0,n,-21.99185514688724,0.02267057636182977
IVX.AX,0,0.0,0,0,0.0,0.0,12.0,c,-114.8949785496343,0.0008954905794670106
IVQ.AX,0,1.0,0,0,0.0,0.0,12.0,t,-136.45299908449354,0.0003173013958256187
JCI.AX,1,1.0,1,1,0.0,0.0,12.0,n,-12.553450344349331,0.001490490218698827
JCS.AX,0,0.0,1,1,0.0,0.0,12.0,n,-54.86041681580254,0.001159300354689662
JPR.AX,0,1.0,0,1,0.0,0.0,12.0,t,-54.4148283359125,0.003907173806731496
KPO.AX,0,1.0,1,0,1.0,0.0,12.0,ct,-34.360957867480515,0.0021120026729128747
KNO.AX,1,0.0,1,0,0.0,0.0,12.0,t,-88.72431947745234,0.001428406804440628
KTA.AX,0,0.0,0,1,0.0,0.0,12.0,c,-77.33499554460201,0.0012493265942347097
LRS.AX,1,1.0,1,1,0.0,0.0,12.0,t,-81.9369986817526,3.260344587148139e-05
RLC.AX,1,0.0,0,1,0.0,0.0,12.0,n,-90.06386592259634,0.00015544885251053315
LAA.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-82.13516027942556,0.0010670825950502489
SLR.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-52.0044054444485,0.01685314530484441
SO4.AX,1,1.0,0,1,0.0,0.0,12.0,t,-16.57471709463902,0.002066457928639412
LSA.AX,1,1.0,1,0,0.0,0.0,12.0,n,-166.0549238965819,8.613583106720664e-05
LGD.AX,1,1.0,0,0,1.0,0.0,12.0,ct,-23.234085112623443,0.004717863920372213
LOV.AX,0,0.0,0,0,1.0,1.0,12.0,ct,308.316341018603,0.038521335231394005
LPE.AX,1,1.0,1,0,0.0,0.0,12.0,t,-3.753210231282994,0.017075754426459096
MGT.AX,1,1.0,0,1,0.0,0.0,12.0,n,-71.3165750530279,0.00013374005878361662
MYE.AX,1,0.0,1,0,0.0,0.0,12.0,c,-287.3438488495939,0.00107793618446006
MCT.AX,1,1.0,0,0,0.0,0.0,12.0,ct,-150.98336321765706,0.0004921699439419197
MMS.AX,1,1.0,1,0,1.0,0.0,12.0,t,174.0322868626736,5.5352859476442966e-05
MSG.AX,0,1.0,0,0,1.0,0.0,12.0,c,-57.83277631759464,6.97567949892433e-05
MDR.AX,0,1.0,1,0,1.0,0.0,12.0,ct,-38.76467337619498,0.003000126830444554
MRQ.AX,0,1.0,0,0,0.0,0.0,12.0,n,-199.39300039927292,2.8059763008417326e-05
ENT.AX,0,1.0,1,1,0.0,0.0,12.0,n,-81.55314421663479,0.00032110887146435534
OSP.AX,0,1.0,0,0,1.0,0.0,12.0,ct,-20.12780717142869,0.006331157149350336
MGL.AX,1,0.0,1,1,0.0,0.0,12.0,n,-63.22726336967861,5.785682598201894e-05
MGC.AX,1,0.0,0,0,0.0,0.0,12.0,c,-20.93707851252046,0.00021549643323168883
MHC.AX,0,1.0,1,0,0.0,0.0,12.0,n,-134.27804821724916,0.00023908460077862114
A2M.AX,0,0.0,1,0,1.0,1.0,12.0,c,217.05103077305327,0.042368603732224834
VAR.AX,0,1.0,0,1,0.0,0.0,12.0,n,-100.10885228866793,7.02623610408136e-05
MRD.AX,0,1.0,0,0,1.0,0.0,12.0,ct,-63.45285084698242,9.470965601436447e-05
PDZ.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-36.132851209492905,0.006992342339715478
SWK.AX,1,0.0,1,1,0.0,0.0,12.0,c,-47.89121411505926,0.0011350294090089054
MIR.AX,1,1.0,1,0,1.0,1.0,12.0,ct,-134.7943567873362,1.930303988340043e-05
SYA.AX,1,1.0,0,1,0.0,0.0,12.0,ct,-52.30158139572673,0.0007053643691789279
PNN.AX,1,0.0,1,1,0.0,0.0,12.0,c,-106.17948681944263,5.866499240699283e-05
MMI.AX,0,0.0,1,0,0.0,0.0,12.0,ct,-79.28274902289617,0.004913803560826823
MOD.AX,1,0.0,1,0,1.0,0.0,12.0,n,-11.614468173408568,0.017685075977480005
MOQ.AX,1,0.0,1,0,0.0,0.0,12.0,c,-109.38798672984213,0.0002823945484853132
SMN.AX,0,0.0,0,0,0.0,1.0,12.0,ct,-106.21693536259487,0.0007749374963849088
MRR.AX,0,1.0,1,0,0.0,0.0,12.0,n,-80.45946085670033,0.0002682025567259975
MSV.AX,1,1.0,1,0,0.0,0.0,12.0,n,-156.6096461184714,0.00031543342642422763
MX1.AX,1,0.0,1,1,0.0,0.0,12.0,c,-28.39535682745507,0.01266233648306288
MZI.AX,0.0,1.0,0,0,0.0,0.0,12.0,n,-44.16437699838565,9.523811084883976e-05
NAG.AX,1,0.0,1,1,0.0,0.0,12.0,n,-41.509958970930704,0.0015229941568989302
NVT.AX,0,0.0,0,1,1.0,0.0,12.0,c,107.2350916742489,0.0012148572049062167
NAN.AX,0,0.0,1,1,0.0,1.0,12.0,t,0.1948410986155676,0.0018379863846380575
NEC.AX,1,1.0,0,0,0.0,1.0,12.0,ct,-193.09248526877502,0.00023819571218242075
NEA.AX,0,1.0,0,0,0.0,0.0,12.0,n,-180.91624246777678,0.008499968051910223
BRB.AX,1,1.0,0,0,1.0,0.0,12.0,t,-8.306861234514999,0.02635067021382065
SMC.AX,0,0.0,1,1,0.0,0.0,12.0,ct,-33.105533096978505,0.0176420799643686
ENX.AX,0,0.0,1,1,0.0,0.0,12.0,c,-79.31004249417967,0.0010174132132779452
OXX.AX,1,1.0,1,1,0.0,0.0,12.0,t,-47.18628283735124,0.00047732833916141055
NOV.AX,1,0.0,0,0,0.0,0.0,12.0,ct,-62.134420851993895,0.0035990526630016993
NWH.AX,0,0.0,1,0,0.0,0.0,12.0,ct,-94.14867924697258,0.00146750806407292
MEZ.AX,0,1.0,1,1,1.0,1.0,12.0,t,-168.7635771571554,4.292217566259637e-05
SNZ.AX,1,0.0,0,1,1.0,0.0,12.0,n,-16.647236824597453,0.00021950355864319704
OBJ.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-139.78609052359724,0.00023986132957371992
ODY.AX,1,0.0,1,0,0.0,0.0,12.0,ct,-158.82914107897759,0.0011789074998193839
OEL.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-114.06660710982685,0.0010136103214882534
OMH.AX,0,1.0,1,1,1.0,1.0,12.0,n,-164.34744768510032,9.149691279186636e-05
TNE.AX,0,0.0,1,0,1.0,0.0,12.0,c,102.39916856899963,0.0015343451814562314
OOK.AX,1,0.0,0,0,0.0,0.0,12.0,t,-104.24612472342443,0.0004056632811646563
TOP.AX,0,0.0,0,0,1.0,0.0,12.0,t,-15.361573830470135,0.07975011992012965
OPT.AX,1,0.0,0,0,1.0,0.0,12.0,t,-12.57137196012419,0.004320795818140936
ORA.AX,1,0.0,1,1,1.0,0.0,12.0,n,-157.65306826699603,0.00069809420975675
ORM.AX,0,1.0,0,0,0.0,0.0,12.0,n,-13.262472837344573,4.761905542441814e-05
OZG.AX,0,1.0,0,0,0.0,0.0,12.0,ct,-116.36175814971293,0.004959643067069359
PSQ.AX,1,1.0,0,0,1.0,0.0,12.0,c,-182.90148539578357,0.000453246210073921
PGH.AX,1,1.0,0,0,0.0,1.0,12.0,ct,-49.56366571069419,0.0004884892596934698
SPZ.AX,1,1.0,0,0,0.0,0.0,12.0,n,-48.72674191237821,0.0018278246564791519
PAB.AX,1,1.0,1,0,0.0,0.0,12.0,t,-113.69622229132904,0.0002759070666549798
SPB.AX,1,1.0,0,0,0.0,0.0,12.0,ct,-171.93013838407776,0.00038597123606814646
PNR.AX,0,1.0,1,0,1.0,0.0,12.0,ct,-21.719904389184432,0.00928851529710272
PCH.AX,1,1.0,1,0,0.0,0.0,12.0,t,-159.4885844903547,0.0002234945584619769
PPC.AX,0,1.0,1,1,1.0,0.0,12.0,n,-290.29991097246057,6.738626111224555e-06
PTL.AX,1,0.0,0,0,0.0,0.0,12.0,c,-80.23443383294297,0.0015371022801944586
PSM.AX,1,1.0,1,1,0.0,0.0,12.0,t,-72.50720357355985,0.00019314540713387225
PTR.AX,0,1.0,1,1,0.0,0.0,12.0,t,-62.822338568805726,7.688220237069587e-05
PGM.AX,1,0.0,1,0,1.0,0.0,12.0,n,-20.67539536819121,0.00257776133724805
PMC.AX,1,1.0,0,0,1.0,1.0,12.0,n,-110.48834163981121,0.0005917541427484796
PNV.AX,0,0.0,0,0,0.0,0.0,12.0,t,-14.729858915462456,0.08247212104144093
PPL.AX,1,0.0,0,1,0.0,0.0,12.0,n,-41.42109119339283,0.00015951019341310695
PPK.AX,1,0.0,1,0,1.0,0.0,12.0,n,-10.540880055420304,0.3188929260009
PSI.AX,1,0.0,0,1,1.0,1.0,12.0,t,-125.05686628522831,0.00012854808765228046
PSZ.AX,1,0.0,0,0,0.0,0.0,12.0,n,-83.39890977550601,0.000963026575262281
PTX.AX,1,1.0,1,1,0.0,0.0,12.0,n,-46.71094516966156,0.00044169456446259815
PTB.AX,1,1.0,0,1,0.0,0.0,12.0,ct,-33.44849187002806,0.01867750243884464
PWH.AX,0,0.0,0,1,1.0,0.0,12.0,c,46.11206994177301,0.0025164521696239284
RCE.AX,0,1.0,1,0,1.0,0.0,12.0,t,-30.86826635228835,0.03611851531150338
RCO.AX,0,1.0,0,0,1.0,0.0,12.0,n,99.09837957893528,0.005658852683753653
RDG.AX,1,0.0,0,0,1.0,0.0,12.0,ct,-73.88787532736394,0.0003390073932134753
RFX.AX,1,1.0,1,0,0.0,0.0,12.0,ct,-86.66174137701492,0.004103437876804412
RGS.AX,1,0.0,1,0,0.0,0.0,12.0,n,-89.30728681643484,0.0007715558910825045
RNO.AX,0,1.0,1,1,0.0,0.0,12.0,c,-31.20159500051262,0.008945301199907784
RNT.AX,0,1.0,1,0,0.0,0.0,12.0,t,-119.04186749282877,0.00032286632248653937
RUL.AX,1,0.0,0,0,0.0,0.0,12.0,c,-67.97071004067861,0.0026610176857848693
SLM.AX,0,1.0,0,0,0.0,0.0,12.0,c,-63.76605242831235,0.00791348899295358
SDA.AX,1,1.0,1,1,1.0,1.0,12.0,ct,45.34124604055273,0.02984236198957602
SDI.AX,1,0.0,1,0,1.0,0.0,12.0,n,-20.5701234387358,0.012140875086161892
SSM.AX,1,0.0,1,0,1.0,0.0,12.0,t,-198.47615949187832,0.0013921466040187624
SFG.AX,0,0.0,1,0,0.0,0.0,12.0,c,-95.37267802958992,0.0020516920941146804
SFX.AX,0,1.0,1,1,0.0,0.0,12.0,t,-9.874940748238645,0.01976211386806102
SGC.AX,1,1.0,0,1,0.0,0.0,12.0,ct,-62.01610734484501,0.0005779001989700589
SRO.AX,0,1.0,0,0,0.0,0.0,12.0,n,-215.49867560576402,0.0001857253185724985
TRS.AX,1,0.0,0,1,1.0,1.0,12.0,n,44.668365300362616,0.0015721041853975493
SSL.AX,0,1.0,0,0,1.0,0.0,12.0,n,206.1874061601943,4.707345624410664e-14
SKF.AX,0,1.0,0,0,1.0,0.0,12.0,n,-24.765242128243862,0.0039882291671689
SLC.AX,0,0.0,1,0,0.0,0.0,12.0,c,-24.40019919338225,0.01486887387206526
SMR.AX,0,1.0,1,0,1.0,1.0,12.0,n,-236.86539517036408,8.315223067900668e-05
SVM.AX,0,1.0,1,0,0.0,0.0,12.0,ct,-107.81535179918518,0.00046024599677270254
SRZ.AX,1,0.0,0,1,0.0,0.0,12.0,t,-76.07733330712543,0.0006468716307143645
SRY.AX,1,0.0,0,0,1.0,0.0,12.0,ct,-74.37748917408749,0.001294775083604696
SUL.AX,0,0.0,0,1,0.0,0.0,12.0,n,259.28650209775867,0.0001521110247715285
TLM.AX,0,1.0,1,1,0.0,0.0,12.0,t,-23.286784867892393,0.004150203417537574
TCO.AX,0,0.0,0,0,0.0,0.0,12.0,n,2.0,1.2000000476837158
TGA.AX,0,1.0,0,0,0.0,1.0,12.0,n,-276.88818431605785,2.9227717661783892e-05
TMZ.AX,1,0.0,0,0,0.0,0.0,12.0,ct,-144.70753871268033,0.0007645347360697472
TNT.AX,1,1.0,0,1,0.0,0.0,12.0,ct,-55.17102182363958,0.00024510060597460296
TNG.AX,0,0.0,0,1,0.0,0.0,12.0,c,-52.181995246626556,0.0029195401885391864
TPE.AX,1,0.0,1,0,1.0,0.0,12.0,c,-103.78892835786378,0.000991686425235505
TPC.AX,0,0.0,0,0,0.0,0.0,12.0,ct,-15.853195456417325,0.031917055789262606
TV2.AX,0,0.0,1,0,1.0,0.0,12.0,ct,-56.84009396319897,0.0003810039110344866
AUI.AX,0,0.0,1,1,1.0,1.0,12.0,ct,32.200218999076284,0.044263752983406235
VMY.AX,0,1.0,1,0,1.0,0.0,12.0,ct,-24.523381490705148,0.002595413104040213
VLW.AX,1,0.0,1,1,0.0,0.0,12.0,t,-264.80383850569956,4.543338374496386e-05
VIC.AX,1,1.0,1,0,0.0,0.0,12.0,c,-155.61930943578326,7.547160161329093e-05
WAM.AX,1,1.0,1,0,1.0,1.0,12.0,n,-229.08346654278515,0.0003089335491432976
WIC.AX,0,1.0,0,1,0.0,0.0,12.0,t,-451.48163450341684,0.0001699073408467644
CAE.AX,0,1.0,0,0,0.0,0.0,12.0,n,-145.3312060565611,3.928375309082784e-05
CAV.AX,1,0.0,1,1,0.0,0.0,12.0,c,-91.19415168913092,0.0004429447347247068
CAT.AX,0,0.0,1,0,0.0,0.0,12.0,c,-45.42567570808971,0.00025285074711067784
CHR.AX,1,1.0,1,0,0.0,0.0,12.0,n,-217.03902833628845,8.837408233297596e-05
